accession,museum_code,specimen_id,specimen_id_original,voucher,taxon,genus,species,subspecies,otu,locality,province,country,locus,database,reference,longitude,latitude,elevation_m
NA,UFMG,B2280,B2280,NA,bird,Schiffornis,virescens,NA,Schiffornis virescens,"Turmalina, MG. 17°16′S, 42°43′W",NA,Brazil,cr,GenBank,cabanne-et-al-2013,-42.71666667,-17.26666667,NA
NA,UFMG,B2281,B2281,NA,bird,Schiffornis,virescens,NA,Schiffornis virescens,"Turmalina, MG. 17°16′S, 42°43′W",NA,Brazil,cr,GenBank,cabanne-et-al-2013,-42.71666667,-17.26666667,NA
NA,UFMG,B2282,B2282,NA,bird,Schiffornis,virescens,NA,Schiffornis virescens,"Turmalina, MG. 17°16′S, 42°43′W",NA,Brazil,cr,GenBank,cabanne-et-al-2013,-42.71666667,-17.26666667,NA
NA,UFMG,B2283,B2283,NA,bird,Schiffornis,virescens,NA,Schiffornis virescens,"Turmalina, MG. 17°16′S, 42°43′W",NA,Brazil,cr,GenBank,cabanne-et-al-2013,-42.71666667,-17.26666667,NA
NA,UFMG,B1091,B1091,NA,bird,Schiffornis,virescens,NA,Schiffornis virescens,"Jequitinhonha (Mata Escura), MG. 16°20′S, 41°00′W",NA,Brazil,cr,GenBank,cabanne-et-al-2013,-41,-16.33333333,NA
NA,UFMG,B2285,B2285,NA,bird,Schiffornis,virescens,NA,Schiffornis virescens,"José Gonçalves de Minas, MG. 15°00′S, 40°25′W",NA,Brazil,cr,GenBank,cabanne-et-al-2013,-40.41666667,-15,NA
NA,UFMG,B1570,B1570,NA,bird,Schiffornis,virescens,NA,Schiffornis virescens,"Nova Lima, MG, 19°50′S, 43°49′W",NA,Brazil,cr,GenBank,cabanne-et-al-2013,-43.81666667,-19.83333333,NA
NA,UFMG,B1022,B1022,NA,bird,Schiffornis,virescens,NA,Schiffornis virescens,"São Bartolomeu (Grande Mata), MG, 20°17′S, 43°35′W",NA,Brazil,cr,GenBank,cabanne-et-al-2013,-43.58333333,-20.28333333,NA
NA,UFMG,B1711,B1711,NA,bird,Schiffornis,virescens,NA,Schiffornis virescens,"Santa Teresa, Espírito Santo (ES). 19°56′S, 40°34′W",NA,Brazil,cr,GenBank,cabanne-et-al-2013,-40.56666667,-19.93333333,NA
NA,LGEMA,P1965,P1965,NA,bird,Schiffornis,virescens,NA,Schiffornis virescens,"Morro do Diabo State Park, São Paulo (SP). 22°30′S, 52°18′W",NA,Brazil,cr,GenBank,cabanne-et-al-2013,-52.3,-22.5,NA
NA,LGEMA,P1867,P1867,NA,bird,Schiffornis,virescens,NA,Schiffornis virescens,"Morro do Diabo State Park, São Paulo (SP). 22°30′S, 52°18′W",NA,Brazil,cr,GenBank,cabanne-et-al-2013,-52.3,-22.5,NA
NA,LGEMA,P1957,P1957,NA,bird,Schiffornis,virescens,NA,Schiffornis virescens,"Morro do Diabo State Park, São Paulo (SP). 22°30′S, 52°18′W",NA,Brazil,cr,GenBank,cabanne-et-al-2013,-52.3,-22.5,NA
NA,LGEMA,P1960,P1960,NA,bird,Schiffornis,virescens,NA,Schiffornis virescens,"Morro do Diabo State Park, São Paulo (SP). 22°30′S, 52°18′W",NA,Brazil,cr,GenBank,cabanne-et-al-2013,-52.3,-22.5,NA
NA,LGEMA,P1959,P1959,NA,bird,Schiffornis,virescens,NA,Schiffornis virescens,"Morro do Diabo State Park, São Paulo (SP). 22°30′S, 52°18′W",NA,Brazil,cr,GenBank,cabanne-et-al-2013,-52.3,-22.5,NA
NA,LGEMA,P1973,P1973,NA,bird,Schiffornis,virescens,NA,Schiffornis virescens,"Morro do Diabo State Park, São Paulo (SP). 22°30′S, 52°18′W",NA,Brazil,cr,GenBank,cabanne-et-al-2013,-52.3,-22.5,NA
NA,LGEMA,P2158,P2158,NA,bird,Schiffornis,virescens,NA,Schiffornis virescens,"Morro do Diabo State Park, São Paulo (SP). 22°30′S, 52°18′W",NA,Brazil,cr,GenBank,cabanne-et-al-2013,-52.3,-22.5,NA
NA,LGEMA,P1494,P1494,NA,bird,Schiffornis,virescens,NA,Schiffornis virescens,"Morro do Diabo State Park, São Paulo (SP). 22°30′S, 52°18′W",NA,Brazil,cr,GenBank,cabanne-et-al-2013,-52.3,-22.5,NA
NA,LGEMA,P1989,P1989,NA,bird,Schiffornis,virescens,NA,Schiffornis virescens,"Morro do Diabo State Park, São Paulo (SP). 22°30′S, 52°18′W",NA,Brazil,cr,GenBank,cabanne-et-al-2013,-52.3,-22.5,NA
NA,LGEMA,P1388,P1388,NA,bird,Schiffornis,virescens,NA,Schiffornis virescens,"Morro do Diabo State Park, São Paulo (SP). 22°30′S, 52°18′W",NA,Brazil,cr,GenBank,cabanne-et-al-2013,-52.3,-22.5,NA
NA,LGEMA,P1703,LGEMA P1703,NA,bird,Schiffornis,virescens,NA,Schiffornis virescens,"Barreiro Rico, SP. 22°38′S, 48°13′W",NA,Brazil,cr,GenBank,cabanne-et-al-2013,-48.21666667,-22.63333333,NA
NA,LGEMA,P1686,LGEMA P1686,NA,bird,Schiffornis,virescens,NA,Schiffornis virescens,"Barreiro Rico, SP. 22°38′S, 48°13′W",NA,Brazil,cr,GenBank,cabanne-et-al-2013,-48.21666667,-22.63333333,NA
NA,LGEMA,P1322,P1322,NA,bird,Schiffornis,virescens,NA,Schiffornis virescens,"Itatiaia Natl. Park, Rio de Janeiro. 22°25′S, 44°36′W.",NA,Brazil,cr,GenBank,cabanne-et-al-2013,-44.6,-22.41666667,NA
NA,LGEMA,P1346,P1346,NA,bird,Schiffornis,virescens,NA,Schiffornis virescens,"Itatiaia Natl. Park, Rio de Janeiro. 22°25′S, 44°36′W.",NA,Brazil,cr,GenBank,cabanne-et-al-2013,-44.6,-22.41666667,NA
NA,LGEMA,P1339,P1339,NA,bird,Schiffornis,virescens,NA,Schiffornis virescens,"Itatiaia Natl. Park, Rio de Janeiro. 22°25′S, 44°36′W.",NA,Brazil,cr,GenBank,cabanne-et-al-2013,-44.6,-22.41666667,NA
NA,LGEMA,P1332,P1332,NA,bird,Schiffornis,virescens,NA,Schiffornis virescens,"Itatiaia Natl. Park, Rio de Janeiro. 22°25′S, 44°36′W.",NA,Brazil,cr,GenBank,cabanne-et-al-2013,-44.6,-22.41666667,NA
NA,LGEMA,P1333,P1333,NA,bird,Schiffornis,virescens,NA,Schiffornis virescens,"Itatiaia Natl. Park, Rio de Janeiro. 22°25′S, 44°36′W.",NA,Brazil,cr,GenBank,cabanne-et-al-2013,-44.6,-22.41666667,NA
NA,LGEMA,P681,LGEMA P681,NA,bird,Schiffornis,virescens,NA,Schiffornis virescens,"Piedade, SP.",NA,Brazil,cr,GenBank,cabanne-et-al-2013,NA,NA,NA
NA,LGEMA,P519,P519,NA,bird,Schiffornis,virescens,NA,Schiffornis virescens,"Morro Grande State Park, SP. 23°42′S, 46°59′W",NA,Brazil,cr,GenBank,cabanne-et-al-2013,-46.98333333,-23.7,NA
NA,LGEMA,P493,P493,NA,bird,Schiffornis,virescens,NA,Schiffornis virescens,"Morro Grande State Park, SP. 23°42′S, 46°59′W",NA,Brazil,cr,GenBank,cabanne-et-al-2013,-46.98333333,-23.7,NA
NA,LGEMA,P542,P542,NA,bird,Schiffornis,virescens,NA,Schiffornis virescens,"Morro Grande State Park, SP. 23°42′S, 46°59′W",NA,Brazil,cr,GenBank,cabanne-et-al-2013,-46.98333333,-23.7,NA
NA,LGEMA,P463,P463,NA,bird,Schiffornis,virescens,NA,Schiffornis virescens,"Morro Grande State Park, SP. 23°42′S, 46°59′W",NA,Brazil,cr,GenBank,cabanne-et-al-2013,-46.98333333,-23.7,NA
NA,LGEMA,P435,P435,NA,bird,Schiffornis,virescens,NA,Schiffornis virescens,"Morro Grande State Park, SP. 23°42′S, 46°59′W",NA,Brazil,cr,GenBank,cabanne-et-al-2013,-46.98333333,-23.7,NA
NA,LGEMA,P448,P448,NA,bird,Schiffornis,virescens,NA,Schiffornis virescens,"Morro Grande State Park, SP. 23°42′S, 46°59′W",NA,Brazil,cr,GenBank,cabanne-et-al-2013,-46.98333333,-23.7,NA
NA,LGEMA,P461,P461,NA,bird,Schiffornis,virescens,NA,Schiffornis virescens,"Morro Grande State Park, SP. 23°42′S, 46°59′W",NA,Brazil,cr,GenBank,cabanne-et-al-2013,-46.98333333,-23.7,NA
NA,LGEMA,P544,P544,NA,bird,Schiffornis,virescens,NA,Schiffornis virescens,"Morro Grande State Park, SP. 23°42′S, 46°59′W",NA,Brazil,cr,GenBank,cabanne-et-al-2013,-46.98333333,-23.7,NA
NA,LGEMA,P618,P618,NA,bird,Schiffornis,virescens,NA,Schiffornis virescens,"Morro Grande State Park, SP. 23°42′S, 46°59′W",NA,Brazil,cr,GenBank,cabanne-et-al-2013,-46.98333333,-23.7,NA
NA,LGEMA,P518,P518,NA,bird,Schiffornis,virescens,NA,Schiffornis virescens,"Morro Grande State Park, SP. 23°42′S, 46°59′W",NA,Brazil,cr,GenBank,cabanne-et-al-2013,-46.98333333,-23.7,NA
NA,LGEMA,P714,LGEMA P714,NA,bird,Schiffornis,virescens,NA,Schiffornis virescens,"Juquitiba, SP, 23°53′S, 47°00′W",NA,Brazil,cr,GenBank,cabanne-et-al-2013,-47,-23.88333333,NA
NA,LGEMA,P773,LGEMA P773,NA,bird,Schiffornis,virescens,NA,Schiffornis virescens,"Juquitiba, SP, 23°53′S, 47°00′W",NA,Brazil,cr,GenBank,cabanne-et-al-2013,-47,-23.88333333,NA
NA,LGEMA,P713,LGEMA P713,NA,bird,Schiffornis,virescens,NA,Schiffornis virescens,"Juquitiba, SP, 23°53′S, 47°00′W",NA,Brazil,cr,GenBank,cabanne-et-al-2013,-47,-23.88333333,NA
NA,LGEMA,P869,LGEMA P869,NA,bird,Schiffornis,virescens,NA,Schiffornis virescens,"Pinhalão, Paraná (PR). 23°46′S, 50°3′W",NA,Brazil,cr,GenBank,cabanne-et-al-2013,-50.05,-23.76666667,NA
NA,LGEMA,P958,LGEMA P958,NA,bird,Schiffornis,virescens,NA,Schiffornis virescens,"Wenceslau Braz, PR. 22°5′S, 48°47′W",NA,Brazil,cr,GenBank,cabanne-et-al-2013,-48.78333333,-22.08333333,NA
NA,LGEMA,P980,LGEMA P980,NA,bird,Schiffornis,virescens,NA,Schiffornis virescens,"Wenceslau Braz, PR. 22°5′S, 48°47′W",NA,Brazil,cr,GenBank,cabanne-et-al-2013,-48.78333333,-22.08333333,NA
NA,LGEMA,P1211,LGEMA P1211,NA,bird,Schiffornis,virescens,NA,Schiffornis virescens,"PETAR, Caboclos station, SP, 24°28′S, 48°35′W",NA,Brazil,cr,GenBank,cabanne-et-al-2013,-48.58333333,-24.46666667,NA
NA,LGEMA,P1220,LGEMA P1220,NA,bird,Schiffornis,virescens,NA,Schiffornis virescens,"PETAR, Caboclos station, SP, 24°28′S, 48°35′W",NA,Brazil,cr,GenBank,cabanne-et-al-2013,-48.58333333,-24.46666667,NA
NA,LGEMA,P1221,LGEMA P1221,NA,bird,Schiffornis,virescens,NA,Schiffornis virescens,"PETAR, Caboclos station, SP, 24°28′S, 48°35′W",NA,Brazil,cr,GenBank,cabanne-et-al-2013,-48.58333333,-24.46666667,NA
NA,LGEMA,10369,10369,NA,bird,Schiffornis,virescens,NA,Schiffornis virescens,"State Park Urugua-í, Misiones, Argentina, 25°51′S, 53°55′W",NA,Brazil,cr,GenBank,cabanne-et-al-2013,-53.91666667,-25.85,NA
NA,LGEMA,10341,10341,NA,bird,Schiffornis,virescens,NA,Schiffornis virescens,"State Park Urugua-í, Misiones, Argentina, 25°51′S, 53°55′W",NA,Brazil,cr,GenBank,cabanne-et-al-2013,-53.91666667,-25.85,NA
NA,LGEMA,10348,10348,NA,bird,Schiffornis,virescens,NA,Schiffornis virescens,"State Park Urugua-í, Misiones, Argentina, 25°51′S, 53°55′W",NA,Brazil,cr,GenBank,cabanne-et-al-2013,-53.91666667,-25.85,NA
NA,LGEMA,10359,10359,NA,bird,Schiffornis,virescens,NA,Schiffornis virescens,"State Park Urugua-í, Misiones, Argentina, 25°51′S, 53°55′W",NA,Brazil,cr,GenBank,cabanne-et-al-2013,-53.91666667,-25.85,NA
NA,LGEMA,10370M,10370M,NA,bird,Schiffornis,virescens,NA,Schiffornis virescens,"State Park Urugua-í, Misiones, Argentina, 25°51′S, 53°55′W",NA,Brazil,cr,GenBank,cabanne-et-al-2013,-53.91666667,-25.85,NA
NA,LGEMA,P1753,LGEMA P1753,NA,bird,Schiffornis,virescens,NA,Schiffornis virescens,"Rancho Queimado, Santa Catarina. 27°40′S, 49°1′W",NA,Brazil,cr,GenBank,cabanne-et-al-2013,-49.01666667,-27.66666667,NA
NA,LGEMA,P1756,LGEMA P1756,NA,bird,Schiffornis,virescens,NA,Schiffornis virescens,"Rancho Queimado, Santa Catarina. 27°40′S, 49°1′W",NA,Brazil,cr,GenBank,cabanne-et-al-2013,-49.01666667,-27.66666667,NA
NA,LGEMA,864,LGEMA 864,NA,bird,Conopophaga,lineata,NA,Conopophaga lineata,"Morro Grande, São Paulo, Brazil",NA,NA,cr,GenBank,dantas-et-al-2014,NA,NA,NA
NA,LGEMA,894,LGEMA 894,NA,bird,Conopophaga,lineata,NA,Conopophaga lineata,"Morro Grande, São Paulo, Brazil",NA,NA,cr,GenBank,dantas-et-al-2014,NA,NA,NA
NA,LGEMA,896,LGEMA 896,NA,bird,Conopophaga,lineata,NA,Conopophaga lineata,"Morro Grande, São Paulo, Brazil",NA,NA,cr,GenBank,dantas-et-al-2014,NA,NA,NA
NA,LGEMA,909,LGEMA 909,NA,bird,Conopophaga,lineata,NA,Conopophaga lineata,"Morro Grande, São Paulo, Brazil",NA,NA,cr,GenBank,dantas-et-al-2014,NA,NA,NA
NA,LGEMA,934,LGEMA 934,NA,bird,Conopophaga,lineata,NA,Conopophaga lineata,"Morro Grande, São Paulo, Brazil",NA,NA,cr,GenBank,dantas-et-al-2014,NA,NA,NA
NA,LGEMA,995,LGEMA 995,NA,bird,Conopophaga,lineata,NA,Conopophaga lineata,"Morro Grande, São Paulo, Brazil",NA,NA,cr,GenBank,dantas-et-al-2014,NA,NA,NA
NA,LGEMA,1002,LGEMA 1002,NA,bird,Conopophaga,lineata,NA,Conopophaga lineata,"Morro Grande, São Paulo, Brazil",NA,NA,cr,GenBank,dantas-et-al-2014,NA,NA,NA
NA,LGEMA,1006,LGEMA 1006,NA,bird,Conopophaga,lineata,NA,Conopophaga lineata,"Morro Grande, São Paulo, Brazil",NA,NA,cr,GenBank,dantas-et-al-2014,NA,NA,NA
NA,LGEMA,1229,LGEMA 1229,NA,bird,Conopophaga,lineata,NA,Conopophaga lineata,"Morro Grande, São Paulo, Brazil",NA,NA,cr,GenBank,dantas-et-al-2014,NA,NA,NA
NA,LGEMA,104,LGEMA 1046,NA,bird,Conopophaga,lineata,NA,Conopophaga lineata,"Morro Grande, São Paulo, Brazil",NA,NA,cr,GenBank,dantas-et-al-2014,NA,NA,NA
NA,LGEMA,1125,LGEMA 1125,NA,bird,Conopophaga,lineata,NA,Conopophaga lineata,"Juquitiba, São Paulo, Brazil",NA,NA,cr,GenBank,dantas-et-al-2014,NA,NA,NA
NA,LGEMA,1064,LGEMA 1064,NA,bird,Conopophaga,lineata,NA,Conopophaga lineata,"Piedade, São Paulo, Brazil",NA,NA,cr,GenBank,dantas-et-al-2014,NA,NA,NA
NA,LGEMA,1070,LGEMA 1070,NA,bird,Conopophaga,lineata,NA,Conopophaga lineata,"Piedade, São Paulo, Brazil",NA,NA,cr,GenBank,dantas-et-al-2014,NA,NA,NA
NA,LGEMA,1071,LGEMA 1071,NA,bird,Conopophaga,lineata,NA,Conopophaga lineata,"Piedade, São Paulo, Brazil",NA,NA,cr,GenBank,dantas-et-al-2014,NA,NA,NA
NA,LGEMA,1269,LGEMA 1269,NA,bird,Conopophaga,lineata,NA,Conopophaga lineata,"Pinhalão, Paraná, Brazil",NA,NA,cr,GenBank,dantas-et-al-2014,NA,NA,NA
NA,LGEMA,1349,LGEMA 1349,NA,bird,Conopophaga,lineata,NA,Conopophaga lineata,"Wenceslau Braz, Paraná, Brazil",NA,NA,cr,GenBank,dantas-et-al-2014,NA,NA,NA
NA,LGEMA,1415,LGEMA 1415,NA,bird,Conopophaga,lineata,NA,Conopophaga lineata,"São Roque, São Paulo, Brazil",NA,NA,cr,GenBank,dantas-et-al-2014,NA,NA,NA
NA,LGEMA,1416,LGEMA 1416,NA,bird,Conopophaga,lineata,NA,Conopophaga lineata,"São Roque, São Paulo, Brazil",NA,NA,cr,GenBank,dantas-et-al-2014,NA,NA,NA
NA,LGEMA,1423,LGEMA 1423,NA,bird,Conopophaga,lineata,NA,Conopophaga lineata,"São Roque, São Paulo, Brazil",NA,NA,cr,GenBank,dantas-et-al-2014,NA,NA,NA
NA,LGEMA,1538,LGEMA 1538,NA,bird,Conopophaga,lineata,NA,Conopophaga lineata,"Itaberá, São Paulo, Brazil",NA,NA,cr,GenBank,dantas-et-al-2014,NA,NA,NA
NA,LGEMA,1539,LGEMA 1539,NA,bird,Conopophaga,lineata,NA,Conopophaga lineata,"Itaberá, São Paulo, Brazil",NA,NA,cr,GenBank,dantas-et-al-2014,NA,NA,NA
NA,LGEMA,1540,LGEMA 1540,NA,bird,Conopophaga,lineata,NA,Conopophaga lineata,"Itaberá, São Paulo, Brazil",NA,NA,cr,GenBank,dantas-et-al-2014,NA,NA,NA
NA,LGEMA,1541,LGEMA 1541,NA,bird,Conopophaga,lineata,NA,Conopophaga lineata,"Itaberá, São Paulo, Brazil",NA,NA,cr,GenBank,dantas-et-al-2014,NA,NA,NA
NA,LGEMA,1228,LGEMA 1228,NA,bird,Conopophaga,lineata,NA,Conopophaga lineata,"Buri, São Paulo, Brazil",NA,NA,cr,GenBank,dantas-et-al-2014,NA,NA,NA
NA,LGEMA,1547,LGEMA 1547,NA,bird,Conopophaga,lineata,NA,Conopophaga lineata,"Buri, São Paulo, Brazil",NA,NA,cr,GenBank,dantas-et-al-2014,NA,NA,NA
NA,LGEMA,1549,LGEMA 1549,NA,bird,Conopophaga,lineata,NA,Conopophaga lineata,"Buri, São Paulo, Brazil",NA,NA,cr,GenBank,dantas-et-al-2014,NA,NA,NA
NA,LGEMA,1550,LGEMA 1550,NA,bird,Conopophaga,lineata,NA,Conopophaga lineata,"Buri, São Paulo, Brazil",NA,NA,cr,GenBank,dantas-et-al-2014,NA,NA,NA
NA,LGEMA,1553,LGEMA 1553,NA,bird,Conopophaga,lineata,NA,Conopophaga lineata,"Buri, São Paulo, Brazil",NA,NA,cr,GenBank,dantas-et-al-2014,NA,NA,NA
NA,LGEMA,1554,LGEMA 1554,NA,bird,Conopophaga,lineata,NA,Conopophaga lineata,"Buri, São Paulo, Brazil",NA,NA,cr,GenBank,dantas-et-al-2014,NA,NA,NA
NA,LGEMA,1557,LGEMA 1557,NA,bird,Conopophaga,lineata,NA,Conopophaga lineata,"Buri, São Paulo, Brazil",NA,NA,cr,GenBank,dantas-et-al-2014,NA,NA,NA
NA,LGEMA,1559,LGEMA 1559,NA,bird,Conopophaga,lineata,NA,Conopophaga lineata,"Buri, São Paulo, Brazil",NA,NA,cr,GenBank,dantas-et-al-2014,NA,NA,NA
NA,LGEMA,1558,LGEMA 1558,NA,bird,Conopophaga,lineata,NA,Conopophaga lineata,"Buri, São Paulo, Brazil",NA,NA,cr,GenBank,dantas-et-al-2014,NA,NA,NA
NA,LGEMA,1568,LGEMA 1568,NA,bird,Conopophaga,lineata,NA,Conopophaga lineata,"Bananal, São Paulo, Brazil",NA,NA,cr,GenBank,dantas-et-al-2014,NA,NA,NA
NA,LGEMA,1627,LGEMA 1627,NA,bird,Conopophaga,lineata,NA,Conopophaga lineata,"Bananal, São Paulo, Brazil",NA,NA,cr,GenBank,dantas-et-al-2014,NA,NA,NA
NA,LGEMA,1633,LGEMA 1633,NA,bird,Conopophaga,lineata,NA,Conopophaga lineata,"Belo Horizonte, Minas Gerais, Brazil",NA,NA,cr,GenBank,dantas-et-al-2014,NA,NA,NA
NA,LGEMA,1668,LGEMA 1668,NA,bird,Conopophaga,lineata,NA,Conopophaga lineata,"Pontal de Paranapanema, São Paulo, Brazil",NA,NA,cr,GenBank,dantas-et-al-2014,NA,NA,NA
NA,LGEMA,1768,LGEMA 1768,NA,bird,Conopophaga,lineata,NA,Conopophaga lineata,"Pontal de Paranapanema, São Paulo, Brazil",NA,NA,cr,GenBank,dantas-et-al-2014,NA,NA,NA
NA,LGEMA,1771,LGEMA 1771,NA,bird,Conopophaga,lineata,NA,Conopophaga lineata,"Pontal de Paranapanema, São Paulo, Brazil",NA,NA,cr,GenBank,dantas-et-al-2014,NA,NA,NA
NA,LGEMA,1774,LGEMA 1774,NA,bird,Conopophaga,lineata,NA,Conopophaga lineata,"Pontal de Paranapanema, São Paulo, Brazil",NA,NA,cr,GenBank,dantas-et-al-2014,NA,NA,NA
NA,LGEMA,1776,LGEMA 1776,NA,bird,Conopophaga,lineata,NA,Conopophaga lineata,"Pontal de Paranapanema, São Paulo, Brazil",NA,NA,cr,GenBank,dantas-et-al-2014,NA,NA,NA
NA,NA,B0251,B0251,NA,bird,Conopophaga,lineata,NA,Conopophaga lineata,"Simonésia, Minas Gerais, Brazil",NA,NA,cr,GenBank,dantas-et-al-2014,NA,NA,NA
NA,NA,B0253,B0253,NA,bird,Conopophaga,lineata,NA,Conopophaga lineata,"Simonésia, Minas Gerais, Brazil",NA,NA,cr,GenBank,dantas-et-al-2014,NA,NA,NA
NA,NA,B0255,B0255,NA,bird,Conopophaga,lineata,NA,Conopophaga lineata,"Simonésia, Minas Gerais, Brazil",NA,NA,cr,GenBank,dantas-et-al-2014,NA,NA,NA
NA,NA,B0256,B0256,NA,bird,Conopophaga,lineata,NA,Conopophaga lineata,"Simonésia, Minas Gerais, Brazil",NA,NA,cr,GenBank,dantas-et-al-2014,NA,NA,NA
NA,NA,B0257,B0257,NA,bird,Conopophaga,lineata,NA,Conopophaga lineata,"Simonésia, Minas Gerais, Brazil",NA,NA,cr,GenBank,dantas-et-al-2014,NA,NA,NA
NA,NA,B0391,B0391,NA,bird,Conopophaga,lineata,NA,Conopophaga lineata,"Simonésia, Minas Gerais, Brazil",NA,NA,cr,GenBank,dantas-et-al-2014,NA,NA,NA
NA,NA,B0393,B0393,NA,bird,Conopophaga,lineata,NA,Conopophaga lineata,"Simonésia, Minas Gerais, Brazil",NA,NA,cr,GenBank,dantas-et-al-2014,NA,NA,NA
NA,NA,B0260,B0260,NA,bird,Conopophaga,lineata,NA,Conopophaga lineata,"Nova Lima, Minas Gerais, Brazil",NA,NA,cr,GenBank,dantas-et-al-2014,NA,NA,NA
NA,NA,B0268,B0268,NA,bird,Conopophaga,lineata,NA,Conopophaga lineata,"Nova Lima, Minas Gerais, Brazil",NA,NA,cr,GenBank,dantas-et-al-2014,NA,NA,NA
NA,NA,B0300,B0300,NA,bird,Conopophaga,lineata,NA,Conopophaga lineata,"Nova Lima, Minas Gerais, Brazil",NA,NA,cr,GenBank,dantas-et-al-2014,NA,NA,NA
NA,NA,B0301,B0301,NA,bird,Conopophaga,lineata,NA,Conopophaga lineata,"Nova Lima, Minas Gerais, Brazil",NA,NA,cr,GenBank,dantas-et-al-2014,NA,NA,NA
NA,NA,B0302,B0302,NA,bird,Conopophaga,lineata,NA,Conopophaga lineata,"Nova Lima, Minas Gerais, Brazil",NA,NA,cr,GenBank,dantas-et-al-2014,NA,NA,NA
NA,NA,B0305,B0305,NA,bird,Conopophaga,lineata,NA,Conopophaga lineata,"Nova Lima, Minas Gerais, Brazil",NA,NA,cr,GenBank,dantas-et-al-2014,NA,NA,NA
NA,NA,B0306,B0306,NA,bird,Conopophaga,lineata,NA,Conopophaga lineata,"Nova Lima, Minas Gerais, Brazil",NA,NA,cr,GenBank,dantas-et-al-2014,NA,NA,NA
NA,NA,B0309,B0309,NA,bird,Conopophaga,lineata,NA,Conopophaga lineata,"Nova Lima, Minas Gerais, Brazil",NA,NA,cr,GenBank,dantas-et-al-2014,NA,NA,NA
NA,NA,B0310,B0310,NA,bird,Conopophaga,lineata,NA,Conopophaga lineata,"Nova Lima, Minas Gerais, Brazil",NA,NA,cr,GenBank,dantas-et-al-2014,NA,NA,NA
NA,NA,B0312,B0312,NA,bird,Conopophaga,lineata,NA,Conopophaga lineata,"Nova Lima, Minas Gerais, Brazil",NA,NA,cr,GenBank,dantas-et-al-2014,NA,NA,NA
NA,NA,B0313,B0313,NA,bird,Conopophaga,lineata,NA,Conopophaga lineata,"Nova Lima, Minas Gerais, Brazil",NA,NA,cr,GenBank,dantas-et-al-2014,NA,NA,NA
NA,NA,B0314,B0314,NA,bird,Conopophaga,lineata,NA,Conopophaga lineata,"Nova Lima, Minas Gerais, Brazil",NA,NA,cr,GenBank,dantas-et-al-2014,NA,NA,NA
NA,NA,B0316,B0316,NA,bird,Conopophaga,lineata,NA,Conopophaga lineata,"Nova Lima, Minas Gerais, Brazil",NA,NA,cr,GenBank,dantas-et-al-2014,NA,NA,NA
NA,NA,B0375,B0375,NA,bird,Conopophaga,lineata,NA,Conopophaga lineata,"Nova Lima, Minas Gerais, Brazil",NA,NA,cr,GenBank,dantas-et-al-2014,NA,NA,NA
NA,NA,B0381,B0381,NA,bird,Conopophaga,lineata,NA,Conopophaga lineata,"Nova Lima, Minas Gerais, Brazil",NA,NA,cr,GenBank,dantas-et-al-2014,NA,NA,NA
NA,NA,B0395,B0395,NA,bird,Conopophaga,lineata,NA,Conopophaga lineata,"Nova Lima, Minas Gerais, Brazil",NA,NA,cr,GenBank,dantas-et-al-2014,NA,NA,NA
NA,NA,B0396,B0396,NA,bird,Conopophaga,lineata,NA,Conopophaga lineata,"Nova Lima, Minas Gerais, Brazil",NA,NA,cr,GenBank,dantas-et-al-2014,NA,NA,NA
NA,NA,B0397,B0397,NA,bird,Conopophaga,lineata,NA,Conopophaga lineata,"Nova Lima, Minas Gerais, Brazil",NA,NA,cr,GenBank,dantas-et-al-2014,NA,NA,NA
NA,NA,B0398,B0398,NA,bird,Conopophaga,lineata,NA,Conopophaga lineata,"Nova Lima, Minas Gerais, Brazil",NA,NA,cr,GenBank,dantas-et-al-2014,NA,NA,NA
NA,NA,B0400,B0400,NA,bird,Conopophaga,lineata,NA,Conopophaga lineata,"Nova Lima, Minas Gerais, Brazil",NA,NA,cr,GenBank,dantas-et-al-2014,NA,NA,NA
NA,NA,B0402,B0402,NA,bird,Conopophaga,lineata,NA,Conopophaga lineata,"Nova Lima, Minas Gerais, Brazil",NA,NA,cr,GenBank,dantas-et-al-2014,NA,NA,NA
NA,NA,B0403,B0403,NA,bird,Conopophaga,lineata,NA,Conopophaga lineata,"Nova Lima, Minas Gerais, Brazil",NA,NA,cr,GenBank,dantas-et-al-2014,NA,NA,NA
NA,NA,B0404,B0404,NA,bird,Conopophaga,lineata,NA,Conopophaga lineata,"Nova Lima, Minas Gerais, Brazil",NA,NA,cr,GenBank,dantas-et-al-2014,NA,NA,NA
NA,NA,B0407,B0407,NA,bird,Conopophaga,lineata,NA,Conopophaga lineata,"Nova Lima, Minas Gerais, Brazil",NA,NA,cr,GenBank,dantas-et-al-2014,NA,NA,NA
NA,NA,B0408,B0408,NA,bird,Conopophaga,lineata,NA,Conopophaga lineata,"Nova Lima, Minas Gerais, Brazil",NA,NA,cr,GenBank,dantas-et-al-2014,NA,NA,NA
NA,NA,B0409,B0409,NA,bird,Conopophaga,lineata,NA,Conopophaga lineata,"Nova Lima, Minas Gerais, Brazil",NA,NA,cr,GenBank,dantas-et-al-2014,NA,NA,NA
NA,NA,B0410,B0410,NA,bird,Conopophaga,lineata,NA,Conopophaga lineata,"Nova Lima, Minas Gerais, Brazil",NA,NA,cr,GenBank,dantas-et-al-2014,NA,NA,NA
